ANO,TRIMESTRE,DEPARTAMENTO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACION DANE,No. INSTITUCIONES
2017,4,SANTANDER,SAN GIL,0,45752,47
2019,3,CUNDINAMARCA,UBALA,87,7696,9
2017,3,ANTIOQUIA,NECOCLI,0,65663,66
2017,4,BOYACA,SOGAMOSO,0,112287,113
2017,3,ANTIOQUIA,EL SANTUARIO,0,27233,28
2017,4,NARI�O,FUNES,0,6402,7
2020,2,SANTANDER,CURITI,467,13283,14
2018,1,NARI�O,PUERRES,0,8581,9
2017,4,ANTIOQUIA,SAN CARLOS,0,16111,17
2017,4,CASANARE,AGUAZUL,0,40819,41
2017,3,BOYACA,TUNJA,0,195538,196
2017,4,CAQUETA,VALPARAISO,0,11731,12
2017,3,CUNDINAMARCA,YACOPI,0,17067,18
2020,2,NARI�O,SAPUYES,26,7232,8
2020,2,ATLANTICO,SANTO TOMAS,1568,32000,32
2018,2,NARI�O,ANCUYA,0,8801,9
2017,3,CHOCO,CERTEGUI,0,10153,11
2017,4,BOYACA,ALMEIDA,0,1649,2
2017,4,ANTIOQUIA,PUERTO TRIUNFO,0,20893,22
2017,3,SANTANDER,GUADALUPE,0,4604,5
2020,2,ATLANTICO,USIACURI,10,13144,14
2017,3,SANTANDER,SAN ANDRES,0,8315,8
2017,4,GUAINIA,MAPIRIPANA,0,2788,3
2018,1,AMAZONAS,LETICIA,0,48144,48
2020,2,SUCRE,BUENAVISTA,56,10964,11
2020,2,NORTE DE SANTANDER,SALAZAR,32,10728,11
2020,2,SANTANDER,ALBANIA,10,4336,5
2017,4,BOYACA,PAJARITO,0,1600,2
2020,2,CUNDINAMARCA,CAPARRAPI,351,12990,14
2018,2,CUNDINAMARCA,TENA,0,9567,10
2017,3,CESAR,GONZALEZ,0,6593,7
2018,2,MAGDALENA,PIJI�O DEL CARMEN,0,12093,12
2017,4,CUNDINAMARCA,APULO,0,7812,8
2017,3,SANTANDER,ZAPATOCA,0,8847,10
2017,4,ATLANTICO,POLONUEVO,0,15539,16
2018,2,CALDAS,VILLAMARIA,0,64652,65
2017,3,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,0,39205,39
2018,1,QUINDIO,GENOVA,0,7516,8
2020,2,HUILA,SANTA MARIA,58,10462,11
2018,2,BOLIVAR,CLEMENCIA,0,14511,15
2017,4,NARI�O,MALLAMA,0,7471,8
2017,3,BOYACA,COMBITA,0,14983,15
2017,4,BOYACA,SORACA,0,5226,5
2017,4,GUAVIARE,MIRAFLORES,0,15107,16
2018,1,CAQUETA,LA MONTA�ITA,0,14714,16
2018,2,BOLIVAR,ARENAL,0,7365,7
2017,3,CAUCA,LA VEGA,0,46561,47
2017,4,AMAZONAS,LETICIA,0,41957,43
2017,4,CAUCA,VILLA RICA,0,16596,17
2018,1,GUAINIA,MORICHAL,0,908,2
2018,2,RISARALDA,LA VIRGINIA,0,27923,28
2017,3,NARI�O,TANGUA,0,9383,10
2018,1,SUCRE,SAN JUAN DE BETULIA,0,13535,14
2018,1,CAUCA,PIAMONTE,0,8811,9
2017,3,BOLIVAR,ARJONA,0,75271,76
2017,3,BOYACA,RAMIRIQUI,0,9847,10
2017,4,ANTIOQUIA,MUTATA,0,21545,22
2018,1,CESAR,BECERRIL,0,21611,22
2020,2,NARI�O,SAN BERNARDO,135,9171,10
2017,3,CUNDINAMARCA,TOCAIMA,0,18601,19
2017,3,ANTIOQUIA,CAMPAMENTO,0,8970,9
2020,2,LA GUAJIRA,SAN JUAN DEL CESAR,2848,49584,50
2018,2,BOLIVAR,CORDOBA,0,15960,16
2017,4,ANTIOQUIA,ENVIGADO,0,232903,234
2017,3,SANTANDER,MATANZA,0,5201,6
2017,3,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,0,13209,14
2018,2,CALDAS,LA MERCED,0,6003,7
2020,2,NARI�O,BUESACO,247,23910,24
2020,2,CHOCO,RIOSUCIO,216,55232,56
2017,3,ANTIOQUIA,TARAZA,0,45083,46
2017,3,QUINDIO,LA TEBAIDA,0,44187,45
2018,1,MAGDALENA,CIENAGA,0,120071,120
2020,2,CUNDINAMARCA,CHIA,37073,149570,150
2018,2,NARI�O,CUMBITARA,0,5948,6
2017,3,VALLE DEL CAUCA,CANDELARIA,0,84129,85
2020,2,QUINDIO,CIRCASIA,4276,29060,30
2017,4,BOYACA,CALDAS,0,3550,4
2017,3,NARI�O,SANTACRUZ,0,29963,30
2020,2,BOYACA,LA UVITA,16,2730,3
2018,1,CASANARE,PORE,0,11967,13
2018,2,RISARALDA,LA CELIA,0,7514,8
2017,4,CUNDINAMARCA,AGUA DE DIOS,0,10823,11
2017,4,BOYACA,TUTAZA,0,1820,3
2017,4,NORTE DE SANTANDER,DURANIA,0,3706,4
2019,2,CUNDINAMARCA,TENJO,1893,23052,23
2017,3,BOYACA,GUACAMAYAS,0,1617,2
2017,3,MAGDALENA,CONCORDIA,0,9296,10
2018,1,MAGDALENA,EL PI�ON,0,22530,23
2018,1,CHOCO,RIO QUITO,0,8236,9
2017,3,BOYACA,NUEVO COLON,0,6637,8
2017,3,VALLE DEL CAUCA,ROLDANILLO,0,32412,32
2017,4,NORTE DE SANTANDER,EL TARRA,0,11002,11
2018,1,BOYACA,AQUITANIA,0,15377,16
2017,3,BOLIVAR,MORALES,0,21828,22
2018,2,MAGDALENA,FUNDACION,0,66433,67
2020,2,HUILA,VILLAVIEJA,114,7240,7
2017,4,BOYACA,MIRAFLORES,0,9787,10
2020,2,NARI�O,PUPIALES,75,17219,17
2018,1,BOLIVAR,CICUCO,0,13442,14
2017,3,CASANARE,RECETOR,0,4375,5
2017,4,CESAR,RIO DE ORO,0,13946,14
2017,4,CAUCA,ARGELIA,0,27221,28
2020,2,META,GUAMAL,250,14462,15
2018,1,CAUCA,PAEZ,0,45776,46
2020,2,GUAINIA,BARRANCO MINAS,2,7983,8
2017,4,ANTIOQUIA,ABRIAQUI,0,2019,2
2017,3,TOLIMA,ANZOATEGUI,0,18849,20
2020,2,NARI�O,LA TOLA,8,7460,8
2018,2,GUAVIARE,EL RETORNO,0,13653,15
2017,4,CUNDINAMARCA,FUQUENE,0,5723,6
2020,2,CUNDINAMARCA,SAN JUAN DE RIO SECO,262,8537,9
2018,2,CALDAS,CHINCHINA,0,51271,52
2018,1,CORDOBA,CHIMA,0,17529,18
2018,2,NARI�O,LA TOLA,0,7411,8
2020,2,PUTUMAYO,VILLAGARZON,329,24096,25
2017,4,CAUCA,TIMBIO,0,34757,36
2017,3,CALDAS,NORCASIA,0,6272,6
2017,4,CUNDINAMARCA,VENECIA,0,4087,4
2017,3,ANTIOQUIA,GUATAPE,0,5167,6
2017,4,TOLIMA,CUNDAY,0,9544,10
2017,3,ANTIOQUIA,COPACABANA,0,71885,72
2018,2,CHOCO,UNGUIA,0,12854,13
2017,3,SANTANDER,BARRANCABERMEJA,0,191616,192
2020,2,GUAINIA,MORICHAL,6,962,1
2019,3,CALDAS,RIOSUCIO,2708,51371,52
2018,2,VALLE DEL CAUCA,EL CAIRO,0,6845,8
2017,4,NARI�O,CONSACA,0,9201,10
2020,2,CUNDINAMARCA,SIBATE,6224,36658,37
2018,1,PUTUMAYO,VALLE DEL GUAMUEZ,0,33457,34
2017,4,CUNDINAMARCA,SUTATAUSA,0,5725,7
2018,2,SUCRE,EL ROBLE,0,9944,11
2020,2,CESAR,MANAURE,85,10835,12
2017,3,LA GUAJIRA,DISTRACCION,0,16484,17
2018,2,PUTUMAYO,SANTIAGO,0,7290,8
2020,2,CUNDINAMARCA,JUNIN,138,6074,7
2017,3,QUINDIO,GENOVA,0,7631,8
2020,2,CALDAS,ARANZAZU,83,10556,12
2020,2,CUNDINAMARCA,GUADUAS,1133,33212,34
2017,4,CAUCA,INZA,0,31701,32
2018,1,META,LA MACARENA,0,26890,27
2017,3,VALLE DEL CAUCA,VERSALLES,0,7017,8
2020,1,GUAINIA,INIRIDA,1523,33683,34
2017,3,BOLIVAR,TIQUISIO,0,22928,23
2019,4,META,VILLAVICENCIO,98795,538824,539
2017,4,CESAR,MANAURE,0,15200,15
2017,3,ANTIOQUIA,PUERTO TRIUNFO,0,20893,21
2017,3,VALLE DEL CAUCA,GUADALAJARA DE BUGA,0,114798,115
2018,1,RISARALDA,MISTRATO,0,16950,17
2017,4,NARI�O,RICAURTE,0,19495,20
2017,4,BOYACA,LA VICTORIA,0,1673,2
2020,2,SANTANDER,MOLAGAVITA,32,4106,4
2020,2,CHOCO,RIO IRO,4,5592,6
2018,1,ANTIOQUIA,APARTADO,0,121003,122
2017,4,CUNDINAMARCA,COTA,0,25945,26
2020,1,CALDAS,NEIRA,1132,21114,22
2020,2,ANTIOQUIA,CAMPAMENTO,377,9243,10
2018,2,CUNDINAMARCA,SUBACHOQUE,0,15690,17
2017,4,SUCRE,LA UNION,0,11362,11
2020,2,NARI�O,ANCUYA,30,8603,10
2017,4,BOYACA,SANTA SOFIA,0,2629,3
2018,2,SANTANDER,CIMITARRA,0,32947,34
2020,2,ANTIOQUIA,NECHI,779,27354,28
2018,2,BOYACA,VENTAQUEMADA,0,15706,16
2018,1,BOYACA,TUTA,0,8266,9
2020,2,BOYACA,NOBSA,1160,16446,17
2017,4,TOLIMA,SAN LUIS,0,19141,19
2020,2,SANTANDER,GUAPOTA,27,2413,3
2018,1,BOLIVAR,CALAMAR,0,22474,23
2020,2,NARI�O,GUALMATAN,38,7040,7
2017,3,SUCRE,LOS PALMITOS,0,19234,20
2018,1,SANTANDER,PUENTE NACIONAL,0,14654,15
2018,1,BOYACA,SABOYA,0,13588,14
2017,3,SANTANDER,BUCARAMANGA,0,528497,529
2018,2,QUINDIO,ARMENIA,0,295208,296
2017,4,ANTIOQUIA,RIONEGRO,0,124219,125
2017,3,GUAINIA,BARRANCO MINAS,0,4944,5
2020,2,SUCRE,COLOSO,13,8732,9
2018,2,BOGOTA,"BOGOTA, D.C.",0,7412566,7413
2017,3,ANTIOQUIA,SAN LUIS,0,10929,12
2020,1,TOLIMA,IBAGUE,117537,541101,541
2018,2,MAGDALENA,ZONA BANANERA,0,68722,69
2017,3,SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,0,5174,5
2018,1,CUNDINAMARCA,MANTA,0,3737,5
2017,3,VALLE DEL CAUCA,RESTREPO,0,16323,17
2018,1,SANTANDER,CALIFORNIA,0,2130,2
2017,4,ANTIOQUIA,SAN PEDRO DE URABA,0,31802,32
2020,2,CALDAS,LA MERCED,67,5882,6
2017,3,NARI�O,EL TAMBO,0,11901,12
2018,1,LA GUAJIRA,MANAURE,0,83072,84
2017,3,MAGDALENA,ZAPAYAN,0,8869,9
2017,3,CUNDINAMARCA,MADRID,0,80622,81
2017,3,ANTIOQUIA,ANZA,0,7591,8
2018,1,BOYACA,QUIPAMA,0,4889,6
2017,3,SANTANDER,EL CARMEN DE CHUCURI,0,20476,21
2017,4,CUNDINAMARCA,TENA,0,9223,9
2018,1,CAQUETA,FLORENCIA,0,168346,169
2017,3,BOYACA,SIACHOQUE,0,8970,9
2017,3,VALLE DEL CAUCA,EL CERRITO,0,58028,58
2017,4,VALLE DEL CAUCA,YUMBO,0,122762,124
2018,1,CORDOBA,SAN ANDRES SOTAVENTO,0,48610,49
2018,2,ANTIOQUIA,ENTRERRIOS,0,11159,12
2018,2,CUNDINAMARCA,TAUSA,0,8067,9
2017,3,VALLE DEL CAUCA,LA VICTORIA,0,13076,14
2018,1,BOYACA,CHIVOR,0,2479,3
2017,3,CASANARE,MANI,0,11123,12
2018,2,CHOCO,MEDIO BAUDO,0,15109,16
2018,2,QUINDIO,PIJAO,0,5219,5
2017,4,SANTANDER,PIEDECUESTA,0,156207,157
2017,3,MAGDALENA,SANTA BARBARA DE PINTO,0,12935,14
2018,2,SANTANDER,MALAGA,0,20945,22
2017,4,VALLE DEL CAUCA,DAGUA,0,36652,37
2020,2,LA GUAJIRA,HATONUEVO,1068,22033,22
2017,3,BOYACA,GAMEZA,0,4697,5
2017,3,CAUCA,FLORENCIA,0,6160,6
2020,2,CESAR,VALLEDUPAR,79001,532956,533
2018,2,CUNDINAMARCA,GIRARDOT,0,101018,102
2018,2,CESAR,PAILITAS,0,18566,19
2018,2,SANTANDER,SAN BENITO,0,2950,3
2017,3,SUCRE,COROZAL,0,63246,63
2017,4,BOYACA,JERICO,0,3890,5
2018,2,ANTIOQUIA,BELLO,0,522264,522
2020,2,CUNDINAMARCA,GUATAQUI,30,2772,3
2017,3,BOLIVAR,SAN ESTANISLAO,0,16473,17
2020,2,NARI�O,OSPINA,14,6993,7
2018,1,CUNDINAMARCA,GUATAQUI,0,2848,3
2017,3,ANTIOQUIA,SAN JERONIMO,0,12811,14
2017,3,CAUCA,JAMBALO,0,18303,19
2017,4,ANTIOQUIA,ZARAGOZA,0,31503,32
2017,3,TOLIMA,SUAREZ,0,4553,5
2017,4,CUNDINAMARCA,GACHETA,0,11236,12
2018,2,SANTANDER,CHARALA,0,12270,13
2018,2,NORTE DE SANTANDER,ABREGO,0,31786,32
2018,1,TOLIMA,CARMEN DE APICALA,0,10117,11
2017,4,BOYACA,TOCA,0,10050,11
2017,4,ANTIOQUIA,CHIGORODO,0,80132,81
2018,1,RISARALDA,PUEBLO RICO,0,16156,16
2020,2,SUCRE,GUARANDA,28,18601,19
2018,1,CHOCO,RIOSUCIO,0,53449,53
2017,4,CAUCA,GUAPI,0,29867,30
2020,2,VAUPES,CARURU,11,3201,3
2017,4,BOYACA,COVARACHIA,0,2780,4
2020,2,NARI�O,YACUANQUER,213,10955,11
2017,4,ATLANTICO,SANTA LUCIA,0,11395,12
2018,2,NORTE DE SANTANDER,PUERTO SANTANDER,0,8502,9
2020,2,CHOCO,UNION PANAMERICANA,28,6982,7
2020,2,NORTE DE SANTANDER,LABATECA,58,6574,7
2018,2,BOYACA,SAMACA,0,18298,19
2020,2,BOYACA,CUITIVA,27,1810,3
2020,2,PUTUMAYO,SANTIAGO,17,7308,8
2020,2,ARAUCA,ARAUQUITA,1214,56209,56
2020,2,TOLIMA,ARMERO,442,12038,12
2017,4,CAUCA,PIAMONTE,0,7417,8
2020,2,BOLIVAR,TURBANA,177,17412,18
2017,3,CORDOBA,LA APARTADA,0,15766,16
2020,2,CASANARE,VILLANUEVA,3050,36184,36
2020,2,BOLIVAR,MOMPOS,302,46408,46
2020,2,AMAZONAS,PUERTO SANTANDER,0,1772,2
2017,4,BOLIVAR,BARRANCO DE LOBA,0,18426,19
2018,2,ANTIOQUIA,CHIGORODO,0,57375,58
2018,1,ATLANTICO,CAMPO DE LA CRUZ,0,22879,24
2017,4,TOLIMA,GUAMO,0,31866,32
2018,2,ANTIOQUIA,CISNEROS,0,9775,10
2020,2,ANTIOQUIA,MONTEBELLO,273,6641,7
2020,2,VALLE DEL CAUCA,LA CUMBRE,419,16509,17
2017,4,ANTIOQUIA,YALI,0,8486,9
2017,3,LA GUAJIRA,URUMITA,0,18792,19
2017,3,CASANARE,LA SALINA,0,1449,2
2020,2,NARI�O,CUMBITARA,44,5768,6
2020,2,CUNDINAMARCA,GACHETA,343,8539,9
2017,4,BOLIVAR,RIO VIEJO,0,18670,19
2017,3,CAUCA,MORALES,0,26358,27
2018,1,ANTIOQUIA,EBEJICO,0,12158,13
2017,4,SUCRE,SAN LUIS DE SINCE,0,34342,35
2017,3,TOLIMA,RONCESVALLES,0,6340,7
2017,3,SANTANDER,LA PAZ,0,5075,6
2017,3,CALDAS,LA DORADA,0,77735,78
2020,2,NARI�O,CORDOBA,51,15477,16
2017,3,ANTIOQUIA,GIRALDO,0,3992,4
2018,3,CUNDINAMARCA,MEDINA,240,8014,8
2018,1,AMAZONAS,PUERTO SANTANDER,0,1758,2
2018,1,NORTE DE SANTANDER,CONVENCION,0,18463,19
2018,1,ANTIOQUIA,CAMPAMENTO,0,9203,10
2017,4,CAUCA,ALMAGUER,0,21322,22
2017,4,NORTE DE SANTANDER,TEORAMA,0,22438,23
2020,2,ANTIOQUIA,SANTO DOMINGO,503,12324,12
2018,1,SUCRE,SINCELEJO,0,277773,279
2018,1,LA GUAJIRA,DISTRACCION,0,13016,14
2017,3,CORDOBA,MONTELIBANO,0,85012,86
2018,1,BOYACA,GUACAMAYAS,0,1865,3
2017,4,CESAR,EL PASO,0,23187,24
2018,2,GUAVIARE,CALAMAR,0,9528,10
2017,4,AMAZONAS,EL ENCANTO,0,4928,5
2017,4,CUNDINAMARCA,TIBIRITA,0,2943,4
2017,4,HUILA,TESALIA,0,9305,10
2018,2,SANTANDER,SUAITA,0,10031,10
2018,1,CUNDINAMARCA,LA MESA,0,32694,33
2018,2,BOYACA,LA CAPILLA,0,2689,3
2019,1,META,VILLAVICENCIO,93437,538824,540
2017,3,CALDAS,PACORA,0,11399,12
2018,1,ANTIOQUIA,ANORI,0,18321,19
2020,2,BOYACA,SORACA,55,6068,7
2018,1,CAUCA,BOLIVAR,0,38048,38
2017,4,SANTANDER,VELEZ,0,18932,20
2018,1,NARI�O,CUMBITARA,0,5948,6
2020,2,NORTE DE SANTANDER,ARBOLEDAS,101,10056,11
2017,4,BOYACA,EL COCUY,0,5157,5
2018,1,CUNDINAMARCA,TENJO,0,21935,22
2018,2,CORDOBA,TUCH�N,0,52606,53
2017,4,BOYACA,CUBARA,0,6735,8
2017,3,BOYACA,CUITIVA,0,1877,2
2020,2,SANTANDER,BARBOSA,3208,32653,33
2017,3,MAGDALENA,EL PI�ON,0,16729,17
2017,3,ANTIOQUIA,EL BAGRE,0,50242,51
2017,3,CALDAS,MARMATO,0,9214,10
2017,3,ANTIOQUIA,FRONTINO,0,16008,17
2020,2,BOYACA,CUCAITA,47,3787,5
2017,4,CHOCO,UNION PANAMERICANA,0,9904,11
2018,2,BOLIVAR,SAN PABLO,0,27190,27
2020,2,NARI�O,LA LLANADA,128,6470,7
2018,2,LA GUAJIRA,EL MOLINO,0,7185,7
2017,3,ANTIOQUIA,NECHI,0,27915,28
2018,2,BOLIVAR,HATILLO DE LOBA,0,12317,13
2018,1,CAUCA,CAJIBIO,0,42014,43
2017,4,CAQUETA,SOLITA,0,9149,10
2017,3,HUILA,ACEVEDO,0,34354,35
2017,4,MAGDALENA,EL RETEN,0,21494,22
2018,1,HUILA,AGRADO,0,8800,9
2017,4,SANTANDER,RIONEGRO,0,26680,27
2018,1,ANTIOQUIA,CONCEPCION,0,4797,6
2017,3,NARI�O,TUQUERRES,0,40388,41
2017,3,ATLANTICO,BARANOA,0,58989,60
2017,4,ANTIOQUIA,TURBO,0,167886,169
2017,3,CUNDINAMARCA,PASCA,0,12378,12
2017,3,CUNDINAMARCA,MOSQUERA,0,86954,88
2018,1,NARI�O,SAN PABLO,0,15389,16
2020,2,HUILA,HOBO,47,7387,8
2017,3,ANTIOQUIA,SABANALARGA,0,8191,8
2020,2,PUTUMAYO,ORITO,1139,38744,39
2020,2,CASANARE,CHAMEZA,19,2634,3
2018,1,CASANARE,TAMARA,0,6873,7
2017,3,SANTANDER,VELEZ,0,18932,19
2018,2,ATLANTICO,GALAPA,0,60708,61
2017,3,CUNDINAMARCA,SILVANIA,0,22052,22
2017,3,SANTANDER,JESUS MARIA,0,3080,4
2020,2,CUNDINAMARCA,VERGARA,61,7167,8
2018,2,ANTIOQUIA,CACERES,0,28996,30
2018,1,ANTIOQUIA,ARMENIA,0,5139,6
2018,3,META,VISTAHERMOSA,354,17778,18
2020,2,ANTIOQUIA,SABANETA,36208,87981,88
2017,3,CALDAS,MANIZALES,0,398830,399
2017,4,CESAR,SAN MARTIN,0,18748,19
2020,2,RISARALDA,QUINCHIA,1343,27274,28
2018,1,BOLIVAR,TALAIGUA NUEVO,0,13108,14
2018,2,ATLANTICO,PUERTO COLOMBIA,0,49264,50
2018,1,MAGDALENA,ZONA BANANERA,0,68722,70
2018,2,META,FUENTE DE ORO,0,12129,12
2018,1,CHOCO,SAN JOSE DEL PALMAR,0,5114,5
2017,4,NARI�O,EL CHARCO,0,39600,40
2018,1,ANTIOQUIA,OLAYA,0,3127,4
2017,3,SANTANDER,SAN GIL,0,45752,46
2018,1,CUNDINAMARCA,LENGUAZAQUE,0,10080,10
2020,2,ANTIOQUIA,CAREPA,5106,51143,52
2018,1,HUILA,YAGUARA,0,7730,9
2018,1,CHOCO,ALTO BAUDO,0,27584,28
2017,3,ARAUCA,ARAUCA,0,90924,92
2017,3,TOLIMA,LERIDA,0,17197,17
2017,3,ATLANTICO,PALMAR DE VARELA,0,25630,26
2017,4,CAUCA,SUCRE,0,8885,10
2020,2,CALDAS,CHINCHINA,8432,52267,53
2020,2,CORDOBA,SAHAGUN,6607,110233,111
2018,1,NORTE DE SANTANDER,RAGONVALIA,0,5899,6
2017,4,CHOCO,MEDIO BAUDO,0,13951,15
2020,2,CUNDINAMARCA,UBALA,88,7789,8
2020,2,ANTIOQUIA,VIGIA DEL FUERTE,237,9423,10
2019,4,AMAZONAS,LETICIA,1198,48918,50
2018,1,VALLE DEL CAUCA,RESTREPO,0,15307,16
2017,4,VALLE DEL CAUCA,TRUJILLO,0,17983,18
2017,4,ANTIOQUIA,SAN PEDRO,0,27513,28
2018,2,SUCRE,TOLU VIEJO,0,21339,22
2017,4,META,EL CALVARIO,0,2235,3
2017,3,CHOCO,NOVITA,0,7963,8
2020,2,CESAR,SAN DIEGO,95,20470,21
2019,3,CUNDINAMARCA,GACHANCIPA,1199,18264,19
2020,2,SANTANDER,SAN VICENTE DE CHUCURI,845,33593,34
2020,2,CUNDINAMARCA,MACHETA,63,6278,7
2019,2,CORDOBA,MONTERIA,55875,498858,499
2020,2,ANTIOQUIA,TARAZA,1727,27995,29
2018,2,CALDAS,NORCASIA,0,6022,6
2018,2,BOLIVAR,SAN JACINTO,0,23913,24
2018,1,NORTE DE SANTANDER,CACOTA,0,2781,3
2017,4,MAGDALENA,PUEBLOVIEJO,0,31697,32
2017,3,CUNDINAMARCA,QUEBRADANEGRA,0,4759,6
2018,2,CUNDINAMARCA,YACOPI,0,12322,13
2018,2,ANTIOQUIA,GUATAPE,0,8363,9
2020,2,SANTANDER,SAN BENITO,14,2972,4
2017,4,CHOCO,CONDOTO,0,14991,16
2017,4,NARI�O,ANCUYA,0,6745,7
2018,1,VALLE DEL CAUCA,TULUA,0,212685,213
2017,4,BOYACA,DUITAMA,0,113516,114
2017,3,CORDOBA,BUENAVISTA,0,22191,23
2017,4,CORDOBA,VALENCIA,0,44946,45
2018,1,BOLIVAR,BARRANCO DE LOBA,0,14836,16
2017,4,ATLANTICO,PONEDERA,0,22911,24
2017,3,BOYACA,BELEN,0,7116,7
2018,1,SANTANDER,VILLANUEVA,0,7873,8
2018,1,BOLIVAR,HATILLO DE LOBA,0,12317,13
2018,2,BOLIVAR,CANTAGALLO,0,8234,9
2017,4,ANTIOQUIA,YARUMAL,0,47995,49
2017,3,MAGDALENA,SABANAS DE SAN ANGEL,0,17321,18
2017,4,MAGDALENA,SABANAS DE SAN ANGEL,0,17321,18
2018,2,ANTIOQUIA,YALI,0,7608,8
2019,1,BOLIVAR,CARTAGENA,153444,1003685,1004
2017,4,MAGDALENA,SALAMINA,0,6875,7
2018,2,SANTANDER,LA PAZ,0,4953,6
2017,3,ANTIOQUIA,GUARNE,0,49533,50
2020,2,HUILA,AIPE,252,16546,17
2018,1,CHOCO,SIPI,0,3174,3
2020,2,BOLIVAR,RIO VIEJO,65,10736,11
2017,4,NARI�O,SANTA BARBARA,0,14630,16
2020,2,CORDOBA,TUCH�N,382,54958,55
2017,3,ANTIOQUIA,DON MATIAS,0,23209,24
2018,2,SANTANDER,OIBA,0,10800,11
2018,1,MAGDALENA,SITIONUEVO,0,27128,28
2018,1,CALDAS,PALESTINA,0,15555,16
2018,2,CAQUETA,ALBANIA,0,4675,6
2018,1,CORDOBA,SAN JOSE DE URE,0,13345,13
2017,4,CUNDINAMARCA,ANAPOIMA,0,13713,14
2017,3,MAGDALENA,SAN ZENON,0,9154,9
2020,2,ARAUCA,TAME,1146,48969,49
2020,2,CUNDINAMARCA,VIOTA,363,13878,15
2017,3,CUNDINAMARCA,GACHETA,0,11236,12
2018,2,SANTANDER,SOCORRO,0,32158,32
2017,3,CUNDINAMARCA,VIANI,0,4214,5
2017,3,CAUCA,LA SIERRA,0,10609,11
2018,2,CUNDINAMARCA,NARI�O,0,2333,2
2018,1,CUNDINAMARCA,CUCUNUBA,0,7626,9
2018,3,META,PUERTO GAITAN,1067,41513,42
2017,4,SANTANDER,MALAGA,0,18308,19
2020,2,CUNDINAMARCA,NILO,128,12028,13
2017,4,LA GUAJIRA,RIOHACHA,0,277868,278
2017,4,HUILA,BARAYA,0,9682,11
2020,2,NORTE DE SANTANDER,VILLA CARO,52,5303,6
2018,2,ANTIOQUIA,MUTATA,0,13991,14
2017,4,BOYACA,NUEVO COLON,0,6637,7
2017,3,BOYACA,VIRACACHA,0,3172,4
2018,1,CORDOBA,SAN ANTERO,0,33878,34
2020,2,TOLIMA,ALPUJARRA,41,4458,5
2017,4,CAUCA,JAMBALO,0,18303,19
2020,2,HUILA,NATAGA,152,6573,7
2017,3,MAGDALENA,ALGARROBO,0,12741,13
2017,4,RISARALDA,BELEN DE UMBRIA,0,27727,28
2018,2,BOYACA,TOPAGA,0,3617,5
2018,1,BOYACA,GsICAN,0,4279,5
2018,1,TOLIMA,VENADILLO,0,12817,14
2020,2,TOLIMA,ROVIRA,85,21491,22
2017,3,CAUCA,BALBOA,0,26005,27
2020,2,BOLIVAR,SOPLAVIENTO,59,10839,11
2020,2,SUCRE,SAN LUIS DE SINCE,495,31903,32
2018,2,CUNDINAMARCA,CAPARRAPI,0,12569,13
2018,1,CUNDINAMARCA,GACHETA,0,8425,9
2017,4,CUNDINAMARCA,FOMEQUE,0,12231,13
2020,1,BOLIVAR,CARTAGENA,158814,1028736,1029
2017,4,ANTIOQUIA,ARBOLETES,0,42301,42
2020,2,BOYACA,SANTANA,102,7710,8
2017,4,ANTIOQUIA,URAMITA,0,8221,9
2018,1,MAGDALENA,SABANAS DE SAN ANGEL,0,15644,17
2017,4,CORDOBA,MO�ITOS,0,28294,28
2017,4,CORDOBA,SAN ANDRES SOTAVENTO,0,45006,46
2018,2,CUNDINAMARCA,VILLAGOMEZ,0,1758,2
2017,3,CAUCA,ROSAS,0,13470,14
2018,2,CUNDINAMARCA,EL COLEGIO,0,23886,24
2017,3,LA GUAJIRA,MANAURE,0,112103,113
2018,2,BOYACA,VIRACACHA,0,2837,3
2020,2,BOYACA,CHITA,34,7793,8
2018,1,NARI�O,CONSACA,0,13784,14
2017,4,CUNDINAMARCA,BELTRAN,0,2256,3
2018,2,SANTANDER,SANTA HELENA DEL OPON,0,3389,4
2018,1,CASANARE,YOPAL,0,168433,169
2018,1,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,0,19523,20
2020,2,CHOCO,EL CARMEN DE ATRATO,130,8212,8
2018,1,BOYACA,GAMEZA,0,4850,6
2017,3,BOYACA,SOTAQUIRA,0,7460,8
2018,2,CAUCA,PIENDAMO,0,40818,41
2017,4,NARI�O,SAN BERNARDO,0,20326,21
2017,4,TOLIMA,FALAN,0,9204,9
2018,1,CAQUETA,SAN VICENTE DEL CAGUAN,0,50719,51
2018,2,NORTE DE SANTANDER,HERRAN,0,6755,7
2018,2,SUCRE,SAN JUAN DE BETULIA,0,13535,14
2018,1,BOYACA,NOBSA,0,15976,17
2017,4,ANTIOQUIA,AMAGA,0,29980,31
2018,1,CUNDINAMARCA,SASAIMA,0,10711,11
2018,1,CALDAS,SALAMINA,0,19467,20
2018,1,BOYACA,TASCO,0,5882,6
2020,2,CUNDINAMARCA,SUBACHOQUE,1161,16743,17
2017,4,HUILA,LA ARGENTINA,0,14532,15
2020,2,BOYACA,SOMONDOCO,15,2880,4
